symbol,display_symbol,description,exchange
BINANCE:BTCVAI,BTC/VAI,Binance BTC/VAI,BINANCE
BINANCE:PIVXBNB,PIVX/BNB,Binance PIVX/BNB,BINANCE
BINANCE:ETCBRL,ETC/BRL,Binance ETC/BRL,BINANCE
BINANCE:BUSDDAI,BUSD/DAI,Binance BUSD/DAI,BINANCE
BINANCE:NCASHBTC,NCASH/BTC,Binance NCASH/BTC,BINANCE
BINANCE:WINGSETH,WINGS/ETH,Binance WINGS/ETH,BINANCE
BINANCE:CRVETH,CRV/ETH,Binance CRV/ETH,BINANCE
BINANCE:BNBRUB,BNB/RUB,Binance BNB/RUB,BINANCE
BINANCE:NUBUSD,NU/BUSD,Binance NU/BUSD,BINANCE
BINANCE:BALBUSD,BAL/BUSD,Binance BAL/BUSD,BINANCE
BINANCE:POWRETH,POWR/ETH,Binance POWR/ETH,BINANCE
BINANCE:BCHABCUSDT,BCHABC/USDT,Binance BCHABC/USDT,BINANCE
BINANCE:ANYBTC,ANY/BTC,Binance ANY/BTC,BINANCE
BINANCE:SUSHIBNB,SUSHI/BNB,Binance SUSHI/BNB,BINANCE
BINANCE:STGBTC,STG/BTC,Binance STG/BTC,BINANCE
BINANCE:ANCBTC,ANC/BTC,Binance ANC/BTC,BINANCE
BINANCE:REQUSDT,REQ/USDT,Binance REQ/USDT,BINANCE
BINANCE:ATMBTC,ATM/BTC,Binance ATM/BTC,BINANCE
BINANCE:BNBBKRW,BNB/BKRW,Binance BNB/BKRW,BINANCE
BINANCE:EURUSDT,EUR/USDT,Binance EUR/USDT,BINANCE
BINANCE:GXSBNB,GXS/BNB,Binance GXS/BNB,BINANCE
BINANCE:QLCBTC,QLC/BTC,Binance QLC/BTC,BINANCE
BINANCE:BCHSVUSDC,BCHSV/USDC,Binance BCHSV/USDC,BINANCE
BINANCE:FUELBTC,FUEL/BTC,Binance FUEL/BTC,BINANCE
BINANCE:XRPTRY,XRP/TRY,Binance XRP/TRY,BINANCE
BINANCE:KNCETH,KNC/ETH,Binance KNC/ETH,BINANCE
BINANCE:SOLRUB,SOL/RUB,Binance SOL/RUB,BINANCE
BINANCE:STORJTRY,STORJ/TRY,Binance STORJ/TRY,BINANCE
BINANCE:STEEMBUSD,STEEM/BUSD,Binance STEEM/BUSD,BINANCE
BINANCE:TRXNGN,TRX/NGN,Binance TRX/NGN,BINANCE
COINBASE:ILV-USD,ILV/USD,COINBASE ILV/USD,COINBASE
COINBASE:OCEAN-USD,OCEAN/USD,COINBASE OCEAN/USD,COINBASE
COINBASE:CLV-GBP,CLV/GBP,COINBASE CLV/GBP,COINBASE
COINBASE:FORT-USDT,FORT/USDT,COINBASE FORT/USDT,COINBASE
COINBASE:STG-USD,STG/USD,COINBASE STG/USD,COINBASE
COINBASE:XLM-BTC,XLM/BTC,COINBASE XLM/BTC,COINBASE
COINBASE:COMP-USD,COMP/USD,COINBASE COMP/USD,COINBASE
COINBASE:XTZ-USD,XTZ/USD,COINBASE XTZ/USD,COINBASE
COINBASE:SHPING-EUR,SHPING/EUR,COINBASE SHPING/EUR,COINBASE
COINBASE:FIS-USD,FIS/USD,COINBASE FIS/USD,COINBASE
COINBASE:ETH-USDC,ETH/USDC,COINBASE ETH/USDC,COINBASE
COINBASE:SUKU-USDT,SUKU/USDT,COINBASE SUKU/USDT,COINBASE
COINBASE:ERN-USD,ERN/USD,COINBASE ERN/USD,COINBASE
COINBASE:VGX-EUR,VGX/EUR,COINBASE VGX/EUR,COINBASE
COINBASE:HFT-USDT,HFT/USDT,COINBASE HFT/USDT,COINBASE
COINBASE:DESO-USD,DESO/USD,COINBASE DESO/USD,COINBASE
COINBASE:MSOL-USD,MSOL/USD,COINBASE MSOL/USD,COINBASE
COINBASE:BAND-BTC,BAND/BTC,COINBASE BAND/BTC,COINBASE
COINBASE:ETH-USDT,ETH/USDT,COINBASE ETH/USDT,COINBASE
COINBASE:WAXL-USD,WAXL/USD,COINBASE WAXL/USD,COINBASE
COINBASE:DDX-USD,DDX/USD,COINBASE DDX/USD,COINBASE
COINBASE:QNT-USDT,QNT/USDT,COINBASE QNT/USDT,COINBASE
COINBASE:RLY-GBP,RLY/GBP,COINBASE RLY/GBP,COINBASE
COINBASE:ATOM-GBP,ATOM/GBP,COINBASE ATOM/GBP,COINBASE
COINBASE:OGN-USD,OGN/USD,COINBASE OGN/USD,COINBASE
COINBASE:LINK-USD,LINK/USD,COINBASE LINK/USD,COINBASE
COINBASE:SUSHI-GBP,SUSHI/GBP,COINBASE SUSHI/GBP,COINBASE
COINBASE:NMR-BTC,NMR/BTC,COINBASE NMR/BTC,COINBASE
COINBASE:ETC-EUR,ETC/EUR,COINBASE ETC/EUR,COINBASE
COINBASE:UMA-GBP,UMA/GBP,COINBASE UMA/GBP,COINBASE
COINBASE:DOT-GBP,DOT/GBP,COINBASE DOT/GBP,COINBASE
COINBASE:COMP-BTC,COMP/BTC,COINBASE COMP/BTC,COINBASE
COINBASE:CHZ-EUR,CHZ/EUR,COINBASE CHZ/EUR,COINBASE
COINBASE:AVAX-USDT,AVAX/USDT,COINBASE AVAX/USDT,COINBASE
COINBASE:AIOZ-USDT,AIOZ/USDT,COINBASE AIOZ/USDT,COINBASE
COINBASE:AUCTION-EUR,AUCTION/EUR,COINBASE AUCTION/EUR,COINBASE
COINBASE:SYLO-USD,SYLO/USD,COINBASE SYLO/USD,COINBASE
COINBASE:NKN-GBP,NKN/GBP,COINBASE NKN/GBP,COINBASE
COINBASE:BTRST-USDT,BTRST/USDT,COINBASE BTRST/USDT,COINBASE
COINBASE:ENJ-USD,ENJ/USD,COINBASE ENJ/USD,COINBASE
COINBASE:NEAR-USD,NEAR/USD,COINBASE NEAR/USD,COINBASE
COINBASE:TRAC-USDT,TRAC/USDT,COINBASE TRAC/USDT,COINBASE
COINBASE:REQ-GBP,REQ/GBP,COINBASE REQ/GBP,COINBASE
COINBASE:SNT-USD,SNT/USD,COINBASE SNT/USD,COINBASE
COINBASE:LINK-USDT,LINK/USDT,COINBASE LINK/USDT,COINBASE
COINBASE:STORJ-BTC,STORJ/BTC,COINBASE STORJ/BTC,COINBASE
COINBASE:TRU-USD,TRU/USD,COINBASE TRU/USD,COINBASE
COINBASE:SNX-GBP,SNX/GBP,COINBASE SNX/GBP,COINBASE
COINBASE:ERN-USDT,ERN/USDT,COINBASE ERN/USDT,COINBASE
COINBASE:ETH-EUR,ETH/EUR,COINBASE ETH/EUR,COINBASE
COINBASE:CGLD-GBP,CGLD/GBP,COINBASE CGLD/GBP,COINBASE
COINBASE:ALCX-EUR,ALCX/EUR,COINBASE ALCX/EUR,COINBASE
COINBASE:LINK-GBP,LINK/GBP,COINBASE LINK/GBP,COINBASE
COINBASE:GNT-USDC,GNT/USDC,COINBASE GNT/USDC,COINBASE
COINBASE:NEST-USDT,NEST/USDT,COINBASE NEST/USDT,COINBASE
COINBASE:ELA-USD,ELA/USD,COINBASE ELA/USD,COINBASE
COINBASE:IOTX-USD,IOTX/USD,COINBASE IOTX/USD,COINBASE
COINBASE:MUSD-USD,MUSD/USD,COINBASE MUSD/USD,COINBASE
COINBASE:XCN-USDT,XCN/USDT,COINBASE XCN/USDT,COINBASE
COINBASE:USDT-GBP,USDT/GBP,COINBASE USDT/GBP,COINBASE
COINBASE:SNX-BTC,SNX/BTC,COINBASE SNX/BTC,COINBASE
COINBASE:XLM-USDT,XLM/USDT,COINBASE XLM/USDT,COINBASE
COINBASE:MCO2-USD,MCO2/USD,COINBASE MCO2/USD,COINBASE
COINBASE:DIA-USD,DIA/USD,COINBASE DIA/USD,COINBASE
COINBASE:GALA-EUR,GALA-EUR,COINBASE GALA-EUR,COINBASE
COINBASE:PERP-USDT,PERP/USDT,COINBASE PERP/USDT,COINBASE
COINBASE:SOL-USD,SOL/USD,COINBASE SOL/USD,COINBASE
COINBASE:SUSHI-BTC,SUSHI/BTC,COINBASE SUSHI/BTC,COINBASE
COINBASE:TRAC-USD,TRAC/USD,COINBASE TRAC/USD,COINBASE
COINBASE:GRT-GBP,GRT/GBP,COINBASE GRT/GBP,COINBASE
COINBASE:YFI-USD,YFI/USD,COINBASE YFI/USD,COINBASE
COINBASE:OMG-GBP,OMG/GBP,COINBASE OMG/GBP,COINBASE
COINBASE:CRV-USD,CRV/USD,COINBASE CRV/USD,COINBASE
COINBASE:WLUNA-USDT,WLUNA/USDT,COINBASE WLUNA/USDT,COINBASE
COINBASE:USDT-USD,USDT/USD,COINBASE USDT/USD,COINBASE
COINBASE:RAD-BTC,RAD/BTC,COINBASE RAD/BTC,COINBASE
COINBASE:ZRX-USD,ZRX/USD,COINBASE ZRX/USD,COINBASE
COINBASE:DASH-BTC,DASH/BTC,COINBASE DASH/BTC,COINBASE
COINBASE:UPI-USDT,UPI/USDT,COINBASE UPI/USDT,COINBASE
COINBASE:DAI-USDC,DAI/USDC,COINBASE DAI/USDC,COINBASE
COINBASE:MATIC-USD,MATIC/USD,COINBASE MATIC/USD,COINBASE
COINBASE:IMX-USDT,IMX/USDT,COINBASE IMX/USDT,COINBASE
COINBASE:LOOM-USD,LOOM/USD,COINBASE LOOM/USD,COINBASE
COINBASE:XYO-USDT,XYO/USDT,COINBASE XYO/USDT,COINBASE
COINBASE:COVAL-USD,COVAL/USD,COINBASE COVAL/USD,COINBASE
COINBASE:AST-USD,AST/USD,COINBASE AST/USD,COINBASE
COINBASE:XRP-BTC,XRP/BTC,COINBASE XRP/BTC,COINBASE
COINBASE:ATOM-EUR,ATOM/EUR,COINBASE ATOM/EUR,COINBASE
COINBASE:00-USD,00/USD,COINBASE 00/USD,COINBASE
COINBASE:SOL-EUR,SOL/EUR,COINBASE SOL/EUR,COINBASE
COINBASE:GHST-USD,GHST/USD,COINBASE GHST/USD,COINBASE
COINBASE:WLUNA-GBP,WLUNA/GBP,COINBASE WLUNA/GBP,COINBASE
COINBASE:STORJ-USD,STORJ/USD,COINBASE STORJ/USD,COINBASE
COINBASE:MINA-EUR,MINA/EUR,COINBASE MINA/EUR,COINBASE
COINBASE:CGLD-EUR,CGLD/EUR,COINBASE CGLD/EUR,COINBASE
COINBASE:C98-USD,C98/USD,COINBASE C98/USD,COINBASE
COINBASE:PRQ-USDT,PRQ/USDT,COINBASE PRQ/USDT,COINBASE
COINBASE:ACH-USD,ACH/USD,COINBASE ACH/USD,COINBASE
COINBASE:FIDA-USD,FIDA/USD,COINBASE FIDA/USD,COINBASE
COINBASE:LOOM-USDC,LOOM/USDC,COINBASE LOOM/USDC,COINBASE
COINBASE:SUSHI-EUR,SUSHI/EUR,COINBASE SUSHI/EUR,COINBASE
COINBASE:DOGE-BTC,DOGE/BTC,COINBASE DOGE/BTC,COINBASE
COINBASE:KEEP-USD,KEEP/USD,COINBASE KEEP/USD,COINBASE
COINBASE:LQTY-USD,LQTY/USD,COINBASE LQTY/USD,COINBASE
COINBASE:HOPR-USDT,HOPR/USDT,COINBASE HOPR/USDT,COINBASE
COINBASE:INJ-USD,INJ/USD,COINBASE INJ/USD,COINBASE
COINBASE:ATOM-USD,ATOM/USD,COINBASE ATOM/USD,COINBASE
COINBASE:RNDR-USD,RNDR/USD,COINBASE RNDR/USD,COINBASE
COINBASE:SUPER-USDT,SUPER/USDT,COINBASE SUPER/USDT,COINBASE
COINBASE:ENJ-USDT,ENJ/USDT,COINBASE ENJ/USDT,COINBASE
COINBASE:IMX-USD,IMX/USD,COINBASE IMX/USD,COINBASE
COINBASE:ENS-EUR,ENS/EUR,COINBASE ENS/EUR,COINBASE
COINBASE:RAI-USD,RAI/USD,COINBASE RAI/USD,COINBASE
COINBASE:LRC-USDT,LRC/USDT,COINBASE LRC/USDT,COINBASE
COINBASE:AUCTION-USDT,AUCTION/USDT,COINBASE AUCTION/USDT,COINBASE
COINBASE:LOKA-USD,LOKA/USD,COINBASE LOKA/USD,COINBASE
COINBASE:ADA-BTC,ADA/BTC,COINBASE ADA/BTC,COINBASE
COINBASE:POND-USDT,POND/USDT,COINBASE POND/USDT,COINBASE
COINBASE:UPI-USD,UPI/USD,COINBASE UPI/USD,COINBASE
COINBASE:BTRST-USD,BTRST/USD,COINBASE BTRST/USD,COINBASE
COINBASE:PERP-EUR,PERP/EUR,COINBASE PERP/EUR,COINBASE
COINBASE:SHIB-USDT,SHIB/USDT,COINBASE SHIB/USDT,COINBASE
COINBASE:SHPING-USDT,SHPING/USDT,COINBASE SHPING/USDT,COINBASE
COINBASE:KRL-USDT,KRL/USDT,COINBASE KRL/USDT,COINBASE
COINBASE:POLS-USD,POLS/USD,COINBASE POLS/USD,COINBASE
COINBASE:IDEX-USDT,IDEX/USDT,COINBASE IDEX/USDT,COINBASE
COINBASE:AXS-BTC,AXS/BTC,COINBASE AXS/BTC,COINBASE
COINBASE:BTC-USD,BTC/USD,COINBASE BTC/USD,COINBASE
COINBASE:METIS-USD,METIS/USD,COINBASE METIS/USD,COINBASE
COINBASE:LDO-USD,LDO/USD,COINBASE LDO/USD,COINBASE
COINBASE:MINA-USD,MINA/USD,COINBASE MINA/USD,COINBASE
COINBASE:DAR-USD,DAR/USD,COINBASE DAR/USD,COINBASE
COINBASE:EOS-EUR,EOS/EUR,COINBASE EOS/EUR,COINBASE
COINBASE:SYN-USD,SYN/USD,COINBASE SYN/USD,COINBASE
COINBASE:FARM-USD,FARM/USD,COINBASE FARM/USD,COINBASE
COINBASE:BAT-ETH,BAT/ETH,COINBASE BAT/ETH,COINBASE
COINBASE:GALA-USD,GALA/USD,COINBASE GALA/USD,COINBASE
COINBASE:BNT-USD,BNT/USD,COINBASE BNT/USD,COINBASE
COINBASE:ALGO-GBP,ALGO/GBP,COINBASE ALGO/GBP,COINBASE
COINBASE:WCFG-USDT,WCFG/USDT,COINBASE WCFG/USDT,COINBASE
COINBASE:MIR-USD,MIR/USD,COINBASE MIR/USD,COINBASE
COINBASE:ETH-USD,ETH/USD,COINBASE ETH/USD,COINBASE
COINBASE:SKL-GBP,SKL/GBP,COINBASE SKL/GBP,COINBASE
COINBASE:PAX-USDT,PAX/USDT,COINBASE PAX/USDT,COINBASE
COINBASE:XYO-BTC,XYO/BTC,COINBASE XYO/BTC,COINBASE
COINBASE:KNC-BTC,KNC/BTC,COINBASE KNC/BTC,COINBASE
COINBASE:RGT-USD,RGT/USD,COINBASE RGT/USD,COINBASE
COINBASE:DIA-EUR,DIA/EUR,COINBASE DIA/EUR,COINBASE
COINBASE:BAND-USD,BAND/USD,COINBASE BAND/USD,COINBASE
COINBASE:ADA-USD,ADA/USD,COINBASE ADA/USD,COINBASE
COINBASE:RLY-USDT,RLY/USDT,COINBASE RLY/USDT,COINBASE
COINBASE:XCN-USD,XCN/USD,COINBASE XCN/USD,COINBASE
COINBASE:ADA-USDC,ADA/USDC,COINBASE ADA/USDC,COINBASE
COINBASE:ZEN-BTC,ZEN/BTC,COINBASE ZEN/BTC,COINBASE
COINBASE:LQTY-USDT,LQTY/USDT,COINBASE LQTY/USDT,COINBASE
COINBASE:OGN-BTC,OGN/BTC,COINBASE OGN/BTC,COINBASE
COINBASE:CVC-USDC,CVC/USDC,COINBASE CVC/USDC,COINBASE
COINBASE:ALGO-USD,ALGO/USD,COINBASE ALGO/USD,COINBASE
COINBASE:SUKU-USD,SUKU/USD,COINBASE SUKU/USD,COINBASE
COINBASE:BUSD-USD,BUSD/USD,COINBASE BUSD/USD,COINBASE
COINBASE:SHIB-USD,SHIB/USD,COINBASE SHIB/USD,COINBASE
COINBASE:DAI-USD,DAI/USD,COINBASE DAI/USD,COINBASE
COINBASE:SNX-EUR,SNX/EUR,COINBASE SNX/EUR,COINBASE
COINBASE:QUICK-USD,QUICK/USD,COINBASE QUICK/USD,COINBASE
COINBASE:USDT-USDC,USDT/USDC,COINBASE USDT/USDC,COINBASE
COINBASE:DDX-USDT,DDX/USDT,COINBASE DDX/USDT,COINBASE
COINBASE:XLM-USD,XLM/USD,COINBASE XLM/USD,COINBASE
COINBASE:RAD-EUR,RAD/EUR,COINBASE RAD/EUR,COINBASE
COINBASE:NEAR-USDT,NEAR/USDT,COINBASE NEAR/USDT,COINBASE
COINBASE:ZEN-USDT,ZEN/USDT,COINBASE ZEN/USDT,COINBASE
COINBASE:INV-USD,INV/USD,COINBASE INV/USD,COINBASE
COINBASE:POND-USD,POND/USD,COINBASE POND/USD,COINBASE
COINBASE:ORN-USDT,ORN/USDT,COINBASE ORN/USDT,COINBASE
COINBASE:RLC-USD,RLC/USD,COINBASE RLC/USD,COINBASE
COINBASE:CHZ-USD,CHZ/USD,COINBASE CHZ/USD,COINBASE
COINBASE:SWFTC-USD,SWFTC/USD,COINBASE SWFTC/USD,COINBASE
COINBASE:EOS-BTC,EOS/BTC,COINBASE EOS/BTC,COINBASE
COINBASE:WCFG-BTC,WCFG/BTC,COINBASE WCFG/BTC,COINBASE
COINBASE:CRO-USD,CRO/USD,COINBASE CRO/USD,COINBASE
COINBASE:OMG-USD,OMG/USD,COINBASE OMG/USD,COINBASE
COINBASE:NU-USD,NU/USD,COINBASE NU/USD,COINBASE
COINBASE:ETC-BTC,ETC/BTC,COINBASE ETC/BTC,COINBASE
COINBASE:GMT-USDT,GMT/USDT,COINBASE GMT/USDT,COINBASE
COINBASE:GLM-USD,GLM/USD,COINBASE GLM/USD,COINBASE
COINBASE:AAVE-GBP,AAVE/GBP,COINBASE AAVE/GBP,COINBASE
COINBASE:ADA-GBP,ADA/GBP,COINBASE ADA/GBP,COINBASE
COINBASE:XLM-EUR,XLM/EUR,COINBASE XLM/EUR,COINBASE
COINBASE:XRP-USD,XRP/USD,COINBASE XRP/USD,COINBASE
COINBASE:APT-USD,APT/USD,COINBASE APT/USD,COINBASE
COINBASE:NMR-GBP,NMR/GBP,COINBASE NMR/GBP,COINBASE
COINBASE:MIR-EUR,MIR/EUR,COINBASE MIR/EUR,COINBASE
COINBASE:LQTY-EUR,LQTY/EUR,COINBASE LQTY/EUR,COINBASE
COINBASE:XTZ-GBP,XTZ/GBP,COINBASE XTZ/GBP,COINBASE
COINBASE:RNDR-EUR,RNDR/EUR,COINBASE RNDR/EUR,COINBASE
COINBASE:ENS-USD,ENS/USD,COINBASE ENS/USD,COINBASE
COINBASE:CRV-EUR,CRV/EUR,COINBASE CRV/EUR,COINBASE
COINBASE:JUP-USD,JUP/USD,COINBASE JUP/USD,COINBASE
COINBASE:STG-USDT,STG/USDT,COINBASE STG/USDT,COINBASE
COINBASE:GUSD-USD,GUSD/USD,COINBASE GUSD/USD,COINBASE
COINBASE:MATIC-EUR,MATIC/EUR,COINBASE MATIC/EUR,COINBASE
COINBASE:FARM-USDT,FARM/USDT,COINBASE FARM/USDT,COINBASE
COINBASE:ENS-USDT,ENS/USDT,COINBASE ENS/USDT,COINBASE
COINBASE:DOT-BTC,DOT/BTC,COINBASE DOT/BTC,COINBASE
COINBASE:1INCH-EUR,1INCH/EUR,COINBASE 1INCH/EUR,COINBASE
COINBASE:XRP-GBP,XRP/GBP,COINBASE XRP/GBP,COINBASE
COINBASE:ICP-GBP,ICP/GBP,COINBASE ICP/GBP,COINBASE
COINBASE:ANKR-BTC,ANKR/BTC,COINBASE ANKR/BTC,COINBASE
COINBASE:FIL-USD,FIL/USD,COINBASE FIL/USD,COINBASE
COINBASE:SAND-USD,SAND/USD,COINBASE SAND/USD,COINBASE
COINBASE:SOL-BTC,SOL/BTC,COINBASE SOL/BTC,COINBASE
COINBASE:MXC-USD,MXC/USD,COINBASE MXC/USD,COINBASE
COINBASE:AVAX-EUR,AVAX/EUR,COINBASE AVAX/EUR,COINBASE
COINBASE:SAND-USDT,SAND/USDT,COINBASE SAND/USDT,COINBASE
COINBASE:NCT-EUR,NCT/EUR,COINBASE NCT/EUR,COINBASE
COINBASE:HOPR-USD,HOPR/USD,COINBASE HOPR/USD,COINBASE
COINBASE:1INCH-USD,1INCH/USD,COINBASE 1INCH/USD,COINBASE
COINBASE:MONA-USD,MONA/USD,COINBASE MONA/USD,COINBASE
COINBASE:POWR-USDT,POWR/USDT,COINBASE POWR/USDT,COINBASE
COINBASE:LINK-EUR,LINK/EUR,COINBASE LINK/EUR,COINBASE
COINBASE:DREP-USDT,DREP/USDT,COINBASE DREP/USDT,COINBASE
COINBASE:DREP-USD,DREP/USD,COINBASE DREP/USD,COINBASE
COINBASE:LCX-USDT,LCX/USDT,COINBASE LCX/USDT,COINBASE
COINBASE:BCH-BTC,BCH/BTC,COINBASE BCH/BTC,COINBASE
COINBASE:OOKI-USD,OOKI/USD,COINBASE OOKI/USD,COINBASE
COINBASE:RARE-USD,RARE/USD,COINBASE RARE/USD,COINBASE
COINBASE:FX-USD,FX/USD,COINBASE FX/USD,COINBASE
COINBASE:FLOW-USD,FLOW/USD,COINBASE FLOW/USD,COINBASE
COINBASE:OXT-USD,OXT/USD,COINBASE OXT/USD,COINBASE
COINBASE:CRV-GBP,CRV/GBP,COINBASE CRV/GBP,COINBASE
COINBASE:MANA-BTC,MANA/BTC,COINBASE MANA/BTC,COINBASE
COINBASE:ICP-USDT,ICP/USDT,COINBASE ICP/USDT,COINBASE
COINBASE:DNT-USD,DNT/USD,COINBASE DNT/USD,COINBASE
COINBASE:DYP-USDT,DYP/USDT,COINBASE DYP/USDT,COINBASE
COINBASE:WAMPL-USDT,WAMPL/USDT,COINBASE WAMPL/USDT,COINBASE
COINBASE:KSM-USD,KSM/USD,COINBASE KSM/USD,COINBASE
COINBASE:ALGO-EUR,ALGO/EUR,COINBASE ALGO/EUR,COINBASE
COINBASE:FIDA-USDT,FIDA/USDT,COINBASE FIDA/USDT,COINBASE
COINBASE:INDEX-USD,INDEX/USD,COINBASE INDEX/USD,COINBASE
COINBASE:MANA-EUR,MANA/EUR,COINBASE MANA/EUR,COINBASE
COINBASE:CLV-EUR,CLV/EUR,COINBASE CLV/EUR,COINBASE
COINBASE:ICP-EUR,ICP/EUR,COINBASE ICP/EUR,COINBASE
COINBASE:LINK-BTC,LINK/BTC,COINBASE LINK/BTC,COINBASE
COINBASE:RAD-GBP,RAD/GBP,COINBASE RAD/GBP,COINBASE
COINBASE:DOGE-GBP,DOGE/GBP,COINBASE DOGE/GBP,COINBASE
COINBASE:ORN-BTC,ORN/BTC,COINBASE ORN/BTC,COINBASE
COINBASE:BTRST-GBP,BTRST/GBP,COINBASE BTRST/GBP,COINBASE
COINBASE:MATIC-BTC,MATIC/BTC,COINBASE MATIC/BTC,COINBASE
COINBASE:C98-USDT,C98/USDT,COINBASE C98/USDT,COINBASE
COINBASE:ADA-ETH,ADA/ETH,COINBASE ADA/ETH,COINBASE
COINBASE:ORN-USD,ORN/USD,COINBASE ORN/USD,COINBASE
COINBASE:ETH-GBP,ETH/GBP,COINBASE ETH/GBP,COINBASE
COINBASE:ZRX-BTC,ZRX/BTC,COINBASE ZRX/BTC,COINBASE
COINBASE:BNT-GBP,BNT/GBP,COINBASE BNT/GBP,COINBASE
COINBASE:AGLD-USDT,AGLD/USDT,COINBASE AGLD/USDT,COINBASE
COINBASE:MATH-USDT,MATH/USDT,COINBASE MATH/USDT,COINBASE
COINBASE:SUSHI-USD,SUSHI/USD,COINBASE SUSHI/USD,COINBASE
COINBASE:ZEC-USD,ZEC/USD,COINBASE ZEC/USD,COINBASE
COINBASE:AAVE-BTC,AAVE/BTC,COINBASE AAVE/BTC,COINBASE
COINBASE:IOTX-EUR,IOTX/EUR,COINBASE IOTX/EUR,COINBASE
COINBASE:KRL-EUR,KRL/EUR,COINBASE KRL/EUR,COINBASE
COINBASE:WLUNA-USD,WLUNA/USD,COINBASE WLUNA/USD,COINBASE
COINBASE:ARPA-USD,ARPA/USD,COINBASE ARPA/USD,COINBASE
COINBASE:XRP-EUR,XRP/EUR,COINBASE XRP/EUR,COINBASE
COINBASE:DOT-USD,DOT/USD,COINBASE DOT/USD,COINBASE
COINBASE:IDEX-USD,IDEX/USD,COINBASE IDEX/USD,COINBASE
COINBASE:BICO-USDT,BICO/USDT,COINBASE BICO/USDT,COINBASE
COINBASE:FOX-USD,FOX/USD,COINBASE FOX/USD,COINBASE
COINBASE:UMA-USD,UMA/USD,COINBASE UMA/USD,COINBASE
COINBASE:LTC-USD,LTC/USD,COINBASE LTC/USD,COINBASE
COINBASE:DDX-EUR,DDX/EUR,COINBASE DDX/EUR,COINBASE
COINBASE:WLUNA-EUR,WLUNA/EUR,COINBASE WLUNA/EUR,COINBASE
COINBASE:CHZ-USDT,CHZ/USDT,COINBASE CHZ/USDT,COINBASE
COINBASE:GST-USD,GST/USD,COINBASE GST/USD,COINBASE
COINBASE:MANA-USD,MANA/USD,COINBASE MANA/USD,COINBASE
COINBASE:CVX-USD,CVX/USD,COINBASE CVX/USD,COINBASE
COINBASE:BTC-EUR,BTC/EUR,COINBASE BTC/EUR,COINBASE
COINBASE:XYO-USD,XYO/USD,COINBASE XYO/USD,COINBASE
COINBASE:QI-USD,QI/USD,COINBASE QI/USD,COINBASE
COINBASE:DNT-USDC,DNT/USDC,COINBASE DNT/USDC,COINBASE
COINBASE:LRC-BTC,LRC/BTC,COINBASE LRC/BTC,COINBASE
COINBASE:DOGE-USD,DOGE/USD,COINBASE DOGE/USD,COINBASE
COINBASE:AERGO-USD,AERGO/USD,COINBASE AERGO/USD,COINBASE
COINBASE:FIDA-EUR,FIDA/EUR,COINBASE FIDA/EUR,COINBASE
COINBASE:FORT-USD,FORT/USD,COINBASE FORT/USD,COINBASE
COINBASE:BIT-USD,BIT/USD,COINBASE BIT/USD,COINBASE
COINBASE:AVAX-BTC,AVAX/BTC,COINBASE AVAX/BTC,COINBASE
COINBASE:PNG-USD,PNG/USD,COINBASE PNG/USD,COINBASE
COINBASE:DASH-USD,DASH/USD,COINBASE DASH/USD,COINBASE
COINBASE:CRO-USDT,CRO/USDT,COINBASE CRO/USDT,COINBASE
COINBASE:BADGER-EUR,BADGER/EUR,COINBASE BADGER/EUR,COINBASE
COINBASE:OMG-BTC,OMG/BTC,COINBASE OMG/BTC,COINBASE
COINBASE:ANKR-GBP,ANKR/GBP,COINBASE ANKR/GBP,COINBASE
COINBASE:RBN-USD,RBN/USD,COINBASE RBN/USD,COINBASE
COINBASE:FIL-GBP,FIL/GBP,COINBASE FIL/GBP,COINBASE
COINBASE:CRPT-USD,CRPT/USD,COINBASE CRPT/USD,COINBASE
COINBASE:AUCTION-USD,AUCTION/USD,COINBASE AUCTION/USD,COINBASE
COINBASE:CBETH-ETH,cbETH/ETH,COINBASE cbETH/ETH,COINBASE
COINBASE:GRT-EUR,GRT/EUR,COINBASE GRT/EUR,COINBASE
COINBASE:TONE-USD,TONE/USD,COINBASE TONE/USD,COINBASE
COINBASE:SOL-ETH,SOL/ETH,COINBASE SOL/ETH,COINBASE
COINBASE:AAVE-USD,AAVE/USD,COINBASE AAVE/USD,COINBASE
COINBASE:SYLO-USDT,SYLO/USDT,COINBASE SYLO/USDT,COINBASE
COINBASE:CTSI-USD,CTSI/USD,COINBASE CTSI/USD,COINBASE
COINBASE:MATIC-USDT,MATIC/USDT,COINBASE MATIC/USDT,COINBASE
COINBASE:APT-USDT,APT/USDT,COINBASE APT/USDT,COINBASE
COINBASE:UST-USD,UST/USD,COINBASE UST/USD,COINBASE
COINBASE:DYP-USD,DYP/USD,COINBASE DYP/USD,COINBASE
COINBASE:BAND-EUR,BAND/EUR,COINBASE BAND/EUR,COINBASE
COINBASE:DOGE-USDT,DOGE/USDT,COINBASE DOGE/USDT,COINBASE
COINBASE:REQ-EUR,REQ/EUR,COINBASE REQ/EUR,COINBASE
COINBASE:DESO-EUR,DESO/EUR,COINBASE DESO/EUR,COINBASE
COINBASE:MNDE-USD,MNDE/USD,COINBASE MNDE/USD,COINBASE
COINBASE:MATIC-GBP,MATIC/GBP,COINBASE MATIC/GBP,COINBASE
